in: U-value (wall),in: Fin Depth,in: Distance btw fins,in: Shading type,in: Orientation,in: Orientation angle,in: g-value,in: Transmittance,in: U-value (window),in: Glazing ratio,in: Window height,in: Sill height,out: Cooling (kWh/m2.year),out: Heating (kWh/m2.year),out: Lighting (kWh/m2.year),out: Total (kWh/m2.year),out: Dissatisfied (% users),out: Cooling Load (W/m2),out: Heating Load (W/m2)
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,0.7,5.25307,40.29044,4.77005,89.650179,27.530296,99.546814,35.650755
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,0.7,5.314955,32.632701,3.86005,80.928423,26.031496,91.994244,30.238112
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,0.7,4.417512,49.604112,6.1949,99.285716,28.461043,94.778415,40.422258
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,0.7,4.807901,41.161595,4.93695,90.000692,27.244473,94.139544,35.421524
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,0.7,4.726229,33.415741,4.0795,81.019422,25.53397,87.155736,29.982392
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,0.7,6.495218,41.622731,4.7324,93.104795,29.129464,118.774157,38.674134
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,0.7,7.942903,30.807185,3.7527,83.371439,29.591191,125.088585,32.331123
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,0.7,9.626465,21.338889,3.6717,76.13721,30.258687,131.454545,25.65146
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,0.7,5.876669,42.651231,4.97965,93.357135,28.484944,109.130697,38.357192
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,0.7,7.25233,31.743492,4.0543,83.526975,28.506094,119.039594,32.079238
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,0.7,8.376115,22.324947,3.65195,75.160935,28.131343,119.546375,25.365585
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,0.7,5.319483,43.60506,5.10715,93.621822,27.959151,105.501256,38.127562
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,0.7,6.532908,32.70317,4.00585,83.276539,27.570901,112.468393,31.884501
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,0.7,7.445332,23.012501,3.8759,74.603151,26.432227,110.036166,25.163506
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,0.7,6.155783,42.320755,5.4245,93.911168,28.774438,111.037792,38.674134
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,0.7,7.31963,31.640376,4.07825,83.521197,28.671714,118.972408,32.331123
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,0.7,8.614983,22.284697,3.4888,75.301519,28.745271,120.294888,25.65146
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,0.7,5.570657,43.263058,5.5774,94.031475,28.245229,104.548665,38.357192
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,0.7,6.601675,32.706457,4.008,83.379495,27.736568,112.420114,32.079238
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,0.7,7.513989,23.136916,3.7554,74.712061,26.803781,109.989253,25.365585
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,0.7,5.087643,44.279584,5.73205,94.544053,27.848508,102.099353,38.127562
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,0.7,6.031889,33.627166,4.4579,83.8284,26.973291,105.583433,31.884501
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,0.7,6.672853,24.011827,3.8674,74.34052,25.373132,101.304359,25.163506
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,0.7,5.439154,43.585043,5.6349,94.154338,28.196791,101.083955,38.674134
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,0.7,6.116529,33.35352,4.1785,83.313175,27.179707,102.26295,32.331123
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,0.7,6.936297,23.792881,3.8555,74.449641,26.079575,101.357784,25.65146
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,0.7,5.002771,44.503464,5.80405,94.561426,27.911465,96.355919,38.357192
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,0.7,5.703139,34.154042,4.77005,84.074497,26.579179,99.949768,32.079238
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,0.7,6.087955,24.740332,3.86005,74.039101,24.752369,92.706139,25.365585
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,0.7,4.641177,45.393634,6.1949,95.345945,27.69747,94.893887,38.127562
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,0.7,5.231653,34.998603,4.93695,84.325089,26.12705,94.422503,31.884501
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,0.7,5.447264,25.384709,4.0795,73.938784,23.910125,87.70163,25.163506
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,0.7,6.033162,25.972276,4.7324,76.059821,24.90533,91.719812,26.610053
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,0.7,7.44159,23.947852,3.7527,75.333499,27.090401,107.401659,26.24675
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,0.7,8.793875,22.254913,3.6717,75.719217,29.187364,122.116777,25.766809
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,0.7,5.475284,26.721309,4.97965,76.102518,24.287726,82.598066,26.396924
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,0.7,6.82545,24.672318,4.0543,75.395926,26.13489,102.521658,26.029695
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,0.7,7.715702,23.173812,3.65195,74.925416,27.371274,111.307422,25.492822
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,3,0.7,5.001542,27.39158,5.10715,76.184008,23.809799,80.125737,26.235355
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,3,0.7,6.21419,25.416791,4.00585,75.134468,25.3191,96.866289,25.865723
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,3,0.7,6.858794,23.803971,3.8759,74.399774,25.8676,102.245174,25.284589
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,0.7,5.270952,27.129022,5.4245,76.594857,24.13205,78.880278,26.610053
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,0.7,6.222111,25.2496,4.07825,74.982336,25.294221,94.773842,26.24675
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,0.7,7.081591,23.886837,3.4888,74.405763,26.525068,102.53835,25.766809
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,0.7,4.807287,27.704221,5.5774,76.532337,23.78907,73.547609,26.396924
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,0.7,5.691994,26.069204,4.008,74.902146,24.716796,89.426327,26.029695
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,0.7,6.265892,24.558897,3.7554,74.026246,25.218112,93.574287,25.492822
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,3,0.7,4.488385,28.395029,5.73205,76.954826,23.561049,72.637686,26.235355
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,3,0.7,5.273458,26.776809,4.4579,75.379412,24.254551,84.136046,25.865723
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,3,0.7,5.614918,25.38169,3.8674,73.902404,24.309245,85.931273,25.284589
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,0.7,4.808833,27.866951,5.6349,76.777133,23.944458,73.220617,26.610053
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,0.7,5.51755,26.358509,4.1785,75.021601,24.658829,84.245672,26.24675
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,0.7,6.205183,24.919398,3.8555,74.375257,25.375421,92.691865,25.766809
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,0.7,4.451352,28.507269,5.80405,76.999948,23.739842,69.161383,26.396924
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,0.7,5.187864,27.017376,4.77005,75.787071,24.24448,82.976269,26.029695
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,0.7,5.501577,25.845326,3.86005,74.170736,24.433775,85.011867,25.492822
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,3,0.7,4.214176,29.088236,6.1949,77.660932,23.642889,69.008605,26.235355
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,3,0.7,4.787455,27.676562,4.93695,75.923699,23.941784,78.552422,25.865723
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,3,0.7,4.938874,26.4792,4.0795,74.16809,23.830136,80.478448,25.284589
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,0.7,6.509452,22.237776,4.7324,72.953619,24.357566,92.646932,24.095519
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,0.7,8.284004,18.690622,3.7527,71.161233,26.815314,109.195519,22.456874
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,0.7,10.110853,15.648567,3.6717,70.897513,29.200925,124.877331,20.707437
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,0.7,5.906735,22.889548,4.97965,72.807319,23.569707,83.367259,23.914762
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,0.7,7.643799,19.337595,4.0543,71.134669,25.658492,104.1453,22.287702
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,0.7,8.926898,16.42176,3.65195,69.794876,27.081726,113.699404,20.500614
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.4,3,0.7,5.418992,23.518368,5.10715,72.865919,22.939937,80.762414,23.78003
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.6,3,0.7,6.981685,20.007554,4.00585,70.773689,24.613859,98.265477,22.15909
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.8,3,0.7,7.975055,16.948087,3.8759,69.034706,25.230762,104.363536,20.346788
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,0.7,6.056059,22.820728,5.4245,73.410023,23.76052,84.250593,24.095519
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,0.7,7.55306,19.357374,4.07825,71.030833,25.565588,102.36182,22.456874
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,0.7,9.01146,16.455218,3.4888,69.759415,27.431235,113.084159,20.707437
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,0.7,5.505324,23.391381,5.5774,73.263945,23.148865,78.069868,23.914762
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,0.7,6.886494,20.118937,4.008,70.72285,24.567733,96.596167,22.287702
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,0.7,7.977043,17.120705,3.7554,69.073367,25.477775,103.492107,20.500614
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.4,3,0.7,5.133532,24.081469,5.73205,73.587979,22.697954,76.714185,23.78003
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.6,3,0.7,6.349424,20.759706,4.4579,70.92265,23.706445,90.745102,22.15909
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.8,3,0.7,7.138505,17.804825,3.8674,68.547672,23.907839,95.040385,20.346788
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,0.7,5.210563,23.854211,5.6349,73.303011,22.961876,73.42183,24.095519
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,0.7,6.171836,20.699239,4.1785,70.20043,23.59159,84.7383,22.456874
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,0.7,7.23422,17.791124,3.8555,68.600262,24.360528,93.607982,20.707437
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,0.7,4.819051,24.445823,5.80405,73.421711,22.643363,69.242291,23.914762
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,0.7,5.83471,21.288367,4.77005,70.890985,22.973243,83.375672,22.287702
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,0.7,6.444558,18.504845,3.86005,68.112832,22.997138,85.742419,20.500614
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.4,3,0.7,4.567257,24.988107,6.1949,74.00864,22.444689,69.043731,23.78003
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.6,3,0.7,5.403255,21.8669,4.93695,70.963113,22.469988,78.860885,22.15909
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.8,3,0.7,5.837363,19.008675,4.0795,67.895721,22.011817,81.043651,20.346788
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,1,6.198075,45.870999,4.19445,96.415934,29.535159,116.066913,41.31962
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,1.5,1,7.395077,36.913495,3.52735,88.503785,29.765693,124.304873,36.211018
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,1.5,1,8.778305,28.396197,3.2828,81.801666,30.488255,132.352213,30.833492
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,1,5.681495,46.912634,4.01125,96.482084,29.015798,112.202574,41.089202
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,1.5,1,6.658354,37.876049,3.68345,88.430706,28.821322,116.431653,35.995232
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,1.5,1,7.720504,29.398501,3.47735,81.265099,28.838537,120.70953,30.569037
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,1,5.306914,47.587008,4.45975,97.02197,28.659744,107.182995,40.899812
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,1.5,1,6.117503,38.66114,3.6493,88.298647,28.127848,110.215707,35.804575
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,1.5,1,6.879231,30.210508,3.53175,80.767498,27.622478,111.327693,30.347297
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,1.5,1,5.516917,47.400127,4.11975,96.74487,28.9678,106.711527,41.31962
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,1.5,1,6.271135,38.743696,3.5246,88.452916,28.445455,110.14646,36.211018
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,1.5,1,7.119314,29.983994,3.68485,81.010259,28.205595,112.199801,30.833492
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,1.5,1,5.164225,48.059761,4.6236,97.423071,28.637234,104.746027,41.089202
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,1.5,1,5.720679,39.565347,3.4682,88.396067,27.788133,104.927018,35.995232
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,1.5,1,6.328038,31.179767,3.5429,80.795834,27.05095,103.644239,30.569037
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,1.5,1,4.825121,48.598263,5.15025,97.894355,28.411368,99.338698,40.899812
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,1.5,1,5.288747,40.057783,3.7823,88.488711,27.365846,98.747787,35.804575
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,1.5,1,5.695954,31.741495,3.7365,80.54315,26.197796,96.016187,30.347297
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,1.5,1,5.315315,48.05574,5.02245,98.005852,28.786918,105.606702,41.31962
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,1.5,1,5.728688,39.68667,3.79085,88.806348,27.937453,103.14207,36.211018
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,1.5,1,6.294976,31.391357,3.66825,81.047313,27.198705,102.722592,30.833492
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,1.5,1,4.904776,48.747729,5.40315,98.385082,28.544921,97.816753,41.089202
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,1.5,1,5.230446,40.576986,3.85195,88.95852,27.469109,97.616642,35.995232
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,1.5,1,5.622218,32.27714,3.7574,80.98429,26.326587,95.397233,30.569037
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,1.5,1,4.682925,49.311463,5.895,99.142165,28.398029,97.933458,40.899812
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,1.5,1,4.897432,41.179847,4.01475,89.226466,27.195947,94.358674,35.804575
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,1.5,1,5.10846,32.910704,4.08415,81.095121,25.743327,89.009306,30.347297
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.4,1.5,1,6.515309,41.686933,4.19445,92.629899,29.164825,116.883682,38.886924
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.6,1.5,1,8.053887,31.006055,3.52735,83.498156,29.553923,125.87988,32.508687
0.25,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.8,1.5,1,9.944702,21.402163,3.2828,76.338112,30.591472,134.994568,25.843016
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.4,1.5,1,5.971025,42.691351,4.01125,92.613141,28.54669,112.878369,38.687401
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.6,1.5,1,7.255247,31.898262,3.68345,83.277423,28.439345,117.789721,32.34117
0.25,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.8,1.5,1,8.782184,22.249038,3.47735,75.536755,28.666228,122.984802,25.644849
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.4,1.5,1,5.576758,43.376141,4.45975,93.128446,28.113737,107.79475,38.522091
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.6,1.5,1,6.664324,32.626105,3.6493,82.999819,27.581372,111.447081,32.188375
0.25,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.8,1.5,1,7.842209,22.962718,3.53175,74.820447,27.204094,113.379408,25.47612
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.4,1.5,1,6.116704,42.567352,4.11975,92.772402,28.795518,111.470082,38.886924
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.6,1.5,1,7.35781,32.012735,3.5246,83.343179,28.720158,117.485126,32.508687
0.25,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.8,1.5,1,8.892124,22.082208,3.68485,75.723406,29.173777,122.494608,25.843016
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.4,1.5,1,5.692369,43.324112,4.6236,93.41523,28.289414,109.103723,38.687401
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.6,1.5,1,6.676907,32.884588,3.4682,83.141743,27.683107,111.818004,32.34117
0.25,0.3,0.75,Vertical,SE,135,0.32,0.6,1,0.8,1.5,1,7.878192,23.152448,3.5429,75.093645,27.45561,113.323663,25.644849
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.4,1.5,1,5.312587,43.939094,5.15025,93.92401,27.939579,103.478591,38.522091
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.6,1.5,1,6.15679,33.409494,3.7823,83.115312,26.98805,105.297342,32.188375
0.25,0.45,0.75,Vertical,SE,135,0.32,0.6,1,0.8,1.5,1,7.08831,23.628852,3.7365,74.49042,26.031671,105.145793,25.47612
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.4,1.5,1,5.559664,43.743513,5.02245,93.952651,28.185079,105.707394,38.886924
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.6,1.5,1,6.221846,33.477209,3.79085,83.209467,27.188031,103.580936,32.508687
0.25,0.15,0.75,Vertical,SE,135,0.25,0.5,1,0.8,1.5,1,7.167367,23.723762,3.66825,74.573059,26.452198,103.644486,25.843016
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.4,1.5,1,5.141363,44.442329,5.40315,94.325692,27.877507,97.947701,38.687401
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.6,1.5,1,5.687412,34.31496,3.85195,83.256216,26.557094,98.017243,32.34117
0.25,0.3,0.75,Vertical,SE,135,0.25,0.5,1,0.8,1.5,1,6.417056,24.402297,3.7574,74.126155,25.222962,96.144636,25.644849
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.4,1.5,1,4.901663,44.991733,5.895,95.038497,27.686021,98.028775,38.522091
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.6,1.5,1,5.329879,34.922645,4.01475,83.472182,26.15677,94.722731,32.188375
0.25,0.45,0.75,Vertical,SE,135,0.25,0.5,1,0.8,1.5,1,5.854866,24.925506,4.08415,74.05755,24.341854,89.638944,25.47612
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,1,5.989398,26.134112,4.19445,75.531957,24.925331,89.554141,26.813625
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,1.5,1,7.466067,24.165195,3.52735,75.336778,26.923582,107.133863,26.425946
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,1.5,1,8.971818,22.405067,3.2828,75.780246,29.296012,124.411964,25.913641
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,1,5.485199,26.896913,4.01125,75.392458,24.352381,86.012526,26.655598
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,1.5,1,6.698026,24.889156,3.68345,75.005293,25.826251,99.166273,26.245117
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,1.5,1,7.905398,23.239051,3.47735,75.093681,27.536968,112.77271,25.68004
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.4,1.5,1,5.130329,27.451289,4.45975,75.816159,23.937613,81.13813,26.528165
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.6,1.5,1,6.130518,25.513824,3.6493,74.676533,24.991682,92.873099,26.093863
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1.6,0.8,1.5,1,7.057301,23.910684,3.53175,74.486097,26.207392,103.445149,25.488997
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,1.5,1,5.157063,27.428238,4.11975,75.401941,24.159691,79.372154,26.813625
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,1.5,1,6.181698,25.698899,3.5246,74.768326,25.246306,92.126013,26.425946
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,1.5,1,7.209327,23.751324,3.68485,74.659222,26.696782,103.682781,25.913641
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,1.5,1,4.863571,27.962587,4.6236,76.027287,23.820549,77.832823,26.655598
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,1.5,1,5.628378,26.358179,3.4682,74.539605,24.476889,86.878418,26.245117
0.6,0.3,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,1.5,1,6.415655,24.727624,3.5429,74.227603,25.444969,95.135626,25.68004
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.4,1.5,1,4.555112,28.391917,5.15025,76.459917,23.585474,72.644159,26.528165
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.6,1.5,1,5.187563,26.756786,3.7823,74.496382,23.97866,80.685009,26.093863
0.6,0.45,0.75,Vertical,SE,135,0.32,0.6,1.6,0.8,1.5,1,5.790499,25.15396,3.7365,73.835202,24.499703,87.688589,25.488997
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,1.5,1,4.874497,28.135739,5.02245,76.588958,23.924814,77.707642,26.813625
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,1.5,1,5.554029,26.543434,3.79085,74.889489,24.552182,84.588305,26.425946
0.6,0.15,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,1.5,1,6.30671,24.94026,3.66825,74.36498,25.510628,93.788546,25.913641
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,1.5,1,4.523006,28.643594,5.40315,76.841297,23.708919,70.452153,26.655598
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,1.5,1,5.060607,27.266057,3.85195,74.885018,24.037562,79.118238,26.245117
0.6,0.3,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,1.5,1,5.655088,25.687943,3.7574,74.173833,24.569543,86.621152,25.68004
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.4,1.5,1,4.34979,29.056626,5.895,77.531597,23.586485,70.875022,26.528165
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.6,1.5,1,4.702164,27.805338,4.01475,74.973455,23.733302,75.835223,26.093863
0.6,0.45,0.75,Vertical,SE,135,0.25,0.5,1.6,0.8,1.5,1,5.134681,26.253235,4.08415,74.193765,23.92703,80.406073,25.488997
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.4,1.5,1,6.468887,22.301498,4.19445,72.361048,24.404073,90.423362,24.223212
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.6,1.5,1,8.326633,18.798314,3.52735,71.105776,26.667945,108.822079,22.555141
0.6,0.15,0.75,Vertical,SE,135,0.4,0.7,1,0.8,1.5,1,10.315664,15.713355,3.2828,70.940608,29.358369,127.154511,20.802437
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.4,1.5,1,5.923223,22.980719,4.01125,72.03929,23.686357,86.788021,24.097008
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.6,1.5,1,7.501957,19.471516,3.68345,70.652408,25.347769,100.598166,22.423497
0.6,0.3,0.75,Vertical,SE,135,0.4,0.7,1,0.8,1.5,1,9.132971,16.414654,3.47735,69.942264,27.303266,115.14474,20.635853
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.4,1.5,1,5.545933,23.45334,4.45975,72.337437,23.137176,81.806201,23.994368
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.6,1.5,1,6.884576,20.053737,3.6493,70.237068,24.299274,94.178257,22.310854
0.6,0.45,0.75,Vertical,SE,135,0.4,0.7,1,0.8,1.5,1,8.182742,17.019889,3.53175,69.077742,25.705268,105.588065,20.498435
0.6,0.15,0.75,Vertical,SE,135,0.32,0.6,1,0.4,1.5,1,5.941411,22.966825,4.11975,72.081487,23.81983,84.340072,24.223212
